"student_id","school_id","grade","reading_time_home","parent_education","school_type","gender","birth_months","n_siblings","ses_index","naplan_reading_score"
1836,31,"Year 7",15,"Bachelor degree","Catholic","Male","Mar",3,1.17,675
1837,1,"Year 5",50,"Certificate/Diploma","Independent","Male","Mar",3,-0.11,700
1838,46,"Year 9",20,"Year 10 or below","Independent","Male","Oct",3,0.77,588
1839,60,"Year 7",30,"Year 10 or below","Government","Male","Dec",2,-0.26,481
1840,31,"Year 3",15,"Postgraduate","Catholic","Female","Jun",0,1.84,526
1841,38,"Year 9",40,"Year 10 or below","Government","Male","Aug",2,-1.26,642
1842,3,"Year 3",10,"Bachelor degree","Government","Female","Oct",0,0.46,493
1843,38,"Year 9",0,"Postgraduate","Government","Male","Feb",2,1.68,649
1844,41,"Year 7",0,"Postgraduate","Government","Male","Dec",1,1.75,591
1845,60,"Year 5",45,"Bachelor degree","Government","Female","Aug",1,1.51,509
1846,50,"Year 3",15,"Certificate/Diploma","Government","Male","Mar",2,0.79,440
1847,49,"Year 7",15,"Bachelor degree","Independent","Female","Aug",1,1.75,649
1848,28,"Year 7",105,"Certificate/Diploma","Independent","Female","Jul",1,1.33,627
1849,8,"Year 5",25,"Bachelor degree","Government","Female","Apr",2,0.94,651
1850,34,"Year 5",30,"Year 12","Catholic","Female","Sep",3,0.7,500
1851,55,"Year 3",15,"Postgraduate","Government","Male","Sep",2,1.19,475
1852,59,"Year 7",0,"Postgraduate","Government","Female","Mar",1,1.15,665
1853,53,"Year 5",10,"Certificate/Diploma","Government","Female","Oct",1,0.02,500
1854,22,"Year 3",25,"Year 12","Government","Male","Sep",3,-0.2,433
1855,56,"Year 5",90,"Bachelor degree","Catholic","Female","Sep",0,1,700
1856,31,"Year 3",35,"Certificate/Diploma","Catholic","Male","May",3,0.28,552
1857,42,"Year 7",0,"Certificate/Diploma","Government","Male","Feb",2,0.83,548
1858,46,"Year 3",50,"Year 12","Independent","Male","Jan",3,1.45,480
1859,48,"Year 5",60,"Year 12","Government","Male","Feb",5,1,371
1860,33,"Year 3",0,"Year 10 or below","Government","Female","Aug",2,-0.87,356
1861,14,"Year 9",10,"Bachelor degree","Government","Female","Mar",1,1.91,662
1862,56,"Year 9",10,"Year 10 or below","Catholic","Female","Oct",0,-1.05,585
1863,32,"Year 7",5,"Year 12","Catholic","Male","Jan",2,1.15,551
1864,58,"Year 9",40,"Bachelor degree","Government","Female","Aug",1,1.05,669
1865,30,"Year 7",30,"Year 12","Catholic","Female","Oct",2,0.5,613
1866,20,"Year 7",5,"Certificate/Diploma","Government","Male","Aug",2,0.27,556
1867,42,"Year 5",10,"Bachelor degree","Government","Male","Mar",1,1.28,563
1868,6,"Year 9",0,"Bachelor degree","Government","Female","Aug",3,1.69,610
1869,14,"Year 5",40,"Postgraduate","Government","Male","Jul",1,1.7,541
1870,10,"Year 3",15,"Postgraduate","Catholic","Male","Sep",1,2.01,511
1871,45,"Year 3",0,"Bachelor degree","Government","Male","Aug",3,0.77,438
1872,3,"Year 5",20,"Bachelor degree","Government","Female","May",0,1.2,549
1873,50,"Year 3",0,"Postgraduate","Government","Male","May",1,1.2,421
1874,30,"Year 3",0,"Certificate/Diploma","Catholic","Female","Aug",4,0.71,498
1875,59,"Year 3",55,"Year 12","Government","Male","Dec",2,-0.62,550
1876,60,"Year 7",0,"Certificate/Diploma","Government","Male","Sep",3,1.1,566
1877,52,"Year 7",35,"Year 10 or below","Government","Female","Jan",5,-1.09,524
1878,52,"Year 7",15,"Year 12","Government","Male","Dec",2,-0.61,620
1879,30,"Year 9",10,"Postgraduate","Catholic","Female","Sep",3,1.4,701
1880,54,"Year 3",20,"Year 10 or below","Catholic","Female","Nov",2,-1.31,425
1881,29,"Year 9",25,"Year 12","Government","Male","Jan",1,0.72,603
1882,48,"Year 5",20,"Year 12","Government","Male","Dec",2,0.12,482
1883,27,"Year 7",15,"Year 12","Government","Female","Mar",2,0.4,584
1884,21,"Year 3",0,"Postgraduate","Independent","Male","Jul",1,2.53,540
1885,1,"Year 9",15,"Certificate/Diploma","Independent","Female","Jul",0,1.24,754
1886,15,"Year 9",0,"Postgraduate","Government","Female","Feb",2,1.35,647
1887,45,"Year 3",5,"Bachelor degree","Government","Male","Nov",3,0.74,435
1888,26,"Year 9",10,"Year 10 or below","Government","Male","May",1,-1.08,521
1889,60,"Year 3",20,"Bachelor degree","Government","Male","Mar",3,0.49,444
1890,2,"Year 7",25,"Year 12","Independent","Male","Apr",4,1,690
1891,39,"Year 3",10,"Year 10 or below","Independent","Male","Oct",1,0.79,441
1892,38,"Year 3",40,"Year 12","Government","Male","Nov",1,-0.14,472
1893,27,"Year 7",55,"Year 12","Government","Male","Sep",4,0.1,652
1894,53,"Year 3",5,"Year 12","Government","Female","Sep",2,0.42,446
1895,26,"Year 9",0,"Certificate/Diploma","Government","Female","Sep",1,-0.23,619
1896,18,"Year 7",60,"Year 12","Government","Female","Jul",2,0.07,398
1897,34,"Year 7",30,"Year 10 or below","Catholic","Female","Mar",1,-0.59,512
1898,10,"Year 7",10,"Bachelor degree","Catholic","Male","Nov",2,1.13,588
1899,44,"Year 5",5,"Bachelor degree","Independent","Female","Aug",2,2.08,595
1900,42,"Year 3",30,"Bachelor degree","Government","Male","Aug",5,1.5,516
1901,20,"Year 5",5,"Certificate/Diploma","Government","Male","Dec",2,0.52,537
1902,48,"Year 9",10,"Year 10 or below","Government","Male","Jan",1,-0.87,586
1903,43,"Year 7",15,"Bachelor degree","Government","Male","May",1,0.88,567
1904,25,"Year 5",75,"Year 10 or below","Government","Male","Jun",2,-0.37,437
1905,31,"Year 9",60,"Year 10 or below","Catholic","Male","Mar",2,-0.71,798
1906,5,"Year 9",70,"Year 10 or below","Government","Male","Jan",5,-0.71,887
1907,60,"Year 3",0,"Year 12","Government","Female","Apr",0,-0.5,426
1908,19,"Year 5",15,"Postgraduate","Government","Female","Jan",3,1.15,559
1909,22,"Year 3",0,"Year 12","Government","Female","Nov",3,-0.73,413
1910,8,"Year 3",65,"Bachelor degree","Government","Female","Sep",1,0.73,600
1911,16,"Year 5",10,"Year 10 or below","Independent","Female","Dec",0,-0.33,518
1912,56,"Year 9",0,"Postgraduate","Catholic","Male","Mar",2,1.65,642
1913,13,"Year 9",20,"Postgraduate","Independent","Male","Aug",2,3.21,629
1914,51,"Year 7",110,"Certificate/Diploma","Government","Male","Dec",1,0.78,758
1915,7,"Year 5",20,"Certificate/Diploma","Catholic","Female","Apr",2,0.99,545
1916,6,"Year 9",0,"Bachelor degree","Government","Female","Oct",0,0.73,582
1917,11,"Year 3",85,"Certificate/Diploma","Government","Female","Jan",2,0.09,409
1918,20,"Year 7",45,"Certificate/Diploma","Government","Male","May",2,0.22,588
1919,60,"Year 5",20,"Certificate/Diploma","Government","Female","Aug",3,0.72,481
1920,41,"Year 3",5,"Bachelor degree","Government","Female","Jul",2,0.71,389
1921,31,"Year 5",15,"Year 12","Catholic","Female","Feb",5,0.65,534
1922,14,"Year 9",45,"Year 12","Government","Male","Dec",1,-0.47,681
1923,41,"Year 9",20,"Year 12","Government","Male","Feb",2,-0.68,521
1924,49,"Year 5",30,"Year 12","Independent","Male","Feb",2,0.95,479
1925,5,"Year 5",5,"Year 12","Government","Male","Oct",1,1.05,521
1926,18,"Year 3",5,"Certificate/Diploma","Government","Male","Aug",2,-0.07,413
1927,28,"Year 3",35,"Bachelor degree","Independent","Male","Mar",0,2.04,534
1928,51,"Year 3",65,"Bachelor degree","Government","Female","Oct",2,0.24,591
1929,34,"Year 5",5,"Bachelor degree","Catholic","Female","Jan",0,1.18,567
1930,48,"Year 3",35,"Year 12","Government","Male","Jan",5,-0.68,413
1931,1,"Year 9",0,"Year 12","Independent","Female","Jul",0,0.14,671
1932,60,"Year 3",0,"Certificate/Diploma","Government","Male","Sep",2,0.78,429
1933,34,"Year 3",25,"Certificate/Diploma","Catholic","Female","Aug",1,1.03,405
1934,20,"Year 3",35,"Certificate/Diploma","Government","Female","Oct",2,-0.83,443
1935,40,"Year 7",30,"Bachelor degree","Government","Male","Feb",2,1.78,605
1936,11,"Year 5",10,"Year 12","Government","Male","Jan",2,-0.15,458
1937,14,"Year 9",0,"Year 12","Government","Male","Dec",3,0.01,623
1938,51,"Year 5",40,"Year 12","Government","Male","Jan",0,0.35,546
1939,55,"Year 7",55,"Year 12","Government","Male","May",1,-0.93,732
1940,52,"Year 9",5,"Bachelor degree","Government","Female","Aug",3,1.27,661
1941,58,"Year 5",0,"Bachelor degree","Government","Male","Mar",2,1.47,555
1942,48,"Year 3",20,"Year 10 or below","Government","Male","Dec",2,-0.7,332
1943,14,"Year 5",45,"Bachelor degree","Government","Male","Nov",1,0.7,548
1944,52,"Year 9",10,"Certificate/Diploma","Government","Female","Sep",3,1.15,620
1945,1,"Year 5",15,"Year 12","Independent","Male","Oct",1,0.87,595
1946,32,"Year 5",0,"Postgraduate","Catholic","Female","Mar",2,1.19,603
1947,30,"Year 9",50,"Year 12","Catholic","Male","Feb",2,0.55,651
1948,41,"Year 7",20,"Certificate/Diploma","Government","Male","Mar",0,0.3,499
1949,45,"Year 9",30,"Bachelor degree","Government","Male","Jul",5,0.99,612
1950,38,"Year 9",5,"Year 12","Government","Male","Feb",2,-0.42,577
1951,31,"Year 5",60,"Certificate/Diploma","Catholic","Male","Sep",2,0.64,700
1952,35,"Year 9",75,"Year 12","Government","Male","Aug",1,-0.17,900
1953,47,"Year 7",15,"Postgraduate","Independent","Male","Nov",1,2.67,635
1954,22,"Year 7",35,"Certificate/Diploma","Government","Female","Aug",2,0.49,677
1955,47,"Year 5",40,"Bachelor degree","Independent","Male","Apr",4,2.27,700
1956,12,"Year 3",0,"Certificate/Diploma","Catholic","Male","Jan",4,0.79,401
1957,28,"Year 3",0,"Year 10 or below","Independent","Male","Apr",3,1.26,431
1958,26,"Year 9",0,"Year 10 or below","Government","Female","Nov",1,-0.23,526
1959,47,"Year 5",15,"Bachelor degree","Independent","Female","Feb",5,2.72,643
1960,55,"Year 9",15,"Postgraduate","Government","Female","Nov",0,1.77,723
1961,22,"Year 7",60,"Certificate/Diploma","Government","Female","Oct",1,-0.2,747
1962,18,"Year 5",10,"Bachelor degree","Government","Female","May",3,0.95,550
1963,30,"Year 9",35,"Year 10 or below","Catholic","Male","Jun",1,-0.04,624
1964,40,"Year 9",5,"Certificate/Diploma","Government","Male","Nov",2,0.35,603
1965,3,"Year 5",0,"Bachelor degree","Government","Male","Jan",1,1.24,503
1966,22,"Year 5",5,"Bachelor degree","Government","Male","Mar",2,0.76,552
1967,25,"Year 3",5,"Certificate/Diploma","Government","Female","Oct",2,0.89,400
1968,46,"Year 7",25,"Year 10 or below","Independent","Female","Sep",2,0.37,558
1969,19,"Year 9",15,"Year 10 or below","Government","Female","Jan",4,-1.04,635
1970,14,"Year 5",30,"Year 12","Government","Female","Jan",2,-0.46,470
1971,43,"Year 9",5,"Postgraduate","Government","Male","Feb",2,1.16,597
1972,30,"Year 9",0,"Certificate/Diploma","Catholic","Female","Mar",2,0.1,621
1973,38,"Year 3",5,"Bachelor degree","Government","Female","Dec",2,0.88,489
1974,50,"Year 3",10,"Certificate/Diploma","Government","Female","Nov",3,-0.13,494
1975,26,"Year 3",70,"Year 10 or below","Government","Male","Mar",2,-0.79,402
1976,42,"Year 7",20,"Year 12","Government","Male","Feb",2,-0.47,618
1977,29,"Year 9",0,"Year 12","Government","Female","Apr",1,0.61,588
1978,25,"Year 5",80,"Bachelor degree","Government","Female","Apr",0,1.3,503
1979,30,"Year 3",20,"Year 10 or below","Catholic","Male","Oct",4,-0.99,476
1980,21,"Year 9",35,"Certificate/Diploma","Independent","Female","Mar",1,1.25,713
1981,25,"Year 7",35,"Bachelor degree","Government","Female","Oct",3,1.92,595
1982,26,"Year 5",5,"Year 12","Government","Female","Feb",2,1.06,480
1983,48,"Year 3",20,"Postgraduate","Government","Male","Aug",2,1.89,450
1984,13,"Year 5",20,"Year 12","Independent","Female","Dec",1,0.95,429
1985,32,"Year 5",10,"Bachelor degree","Catholic","Female","Oct",2,1.41,564
1986,20,"Year 5",30,"Certificate/Diploma","Government","Female","Apr",1,1.05,558
1987,4,"Year 7",30,"Bachelor degree","Catholic","Female","Mar",2,1.63,626
1988,33,"Year 9",15,"Bachelor degree","Government","Female","Mar",2,0.62,665
1989,60,"Year 7",5,"Year 12","Government","Male","Dec",1,-0.19,508
1990,43,"Year 9",30,"Bachelor degree","Government","Male","Sep",0,0.47,631
1991,32,"Year 5",65,"Year 10 or below","Catholic","Female","Jan",3,-0.42,451
1992,16,"Year 5",20,"Certificate/Diploma","Independent","Female","Jul",3,1.15,600
1993,45,"Year 9",5,"Bachelor degree","Government","Male","Jan",1,2.15,627
1994,42,"Year 5",25,"Bachelor degree","Government","Male","Aug",2,0.29,596
1995,42,"Year 9",0,"Bachelor degree","Government","Male","Oct",2,0.97,648
1996,40,"Year 3",0,"Bachelor degree","Government","Male","Aug",1,1.25,467
1997,38,"Year 5",0,"Bachelor degree","Government","Female","Dec",2,-0.16,519
1998,12,"Year 9",20,"Year 12","Catholic","Female","Oct",2,0.07,586
1999,41,"Year 9",20,"Certificate/Diploma","Government","Female","Jan",1,0.98,573
2000,37,"Year 5",20,"Bachelor degree","Government","Male","Aug",0,0.57,561
2001,57,"Year 9",0,"Bachelor degree","Catholic","Male","Apr",1,1.8,654
2002,55,"Year 3",10,"Year 10 or below","Government","Male","Jul",2,-0.43,470
2003,38,"Year 9",15,"Year 10 or below","Government","Male","Apr",0,0.02,606
2004,33,"Year 9",25,"Postgraduate","Government","Male","Jan",1,1.19,655
2005,59,"Year 5",0,"Year 10 or below","Government","Male","Oct",1,-0.69,467
2006,1,"Year 9",30,"Postgraduate","Independent","Male","Dec",2,1.89,835
2007,11,"Year 5",40,"Year 12","Government","Female","Mar",0,1.24,499
2008,11,"Year 5",80,"Year 12","Government","Male","Jul",2,0.3,450
2009,11,"Year 5",10,"Year 12","Government","Female","Nov",3,0.06,479
2010,37,"Year 5",5,"Certificate/Diploma","Government","Male","Jul",1,0.24,517
2011,41,"Year 9",45,"Bachelor degree","Government","Male","Oct",3,1.15,569
2012,41,"Year 5",45,"Postgraduate","Government","Female","Dec",2,0.72,457
2013,18,"Year 3",25,"Year 12","Government","Female","Jul",3,0.22,390
2014,14,"Year 3",5,"Year 12","Government","Female","Dec",1,0.62,445
2015,20,"Year 7",40,"Certificate/Diploma","Government","Female","Feb",1,0.59,596
2016,30,"Year 7",45,"Year 12","Catholic","Female","Aug",1,0.12,607
2017,26,"Year 3",30,"Bachelor degree","Government","Male","Jul",2,1.14,452
2018,36,"Year 7",20,"Bachelor degree","Catholic","Male","Dec",2,1.62,621
2019,24,"Year 5",20,"Bachelor degree","Independent","Male","Dec",3,2.54,530
2020,33,"Year 7",40,"Bachelor degree","Government","Female","Feb",1,0.14,587
2021,41,"Year 7",65,"Bachelor degree","Government","Male","Oct",2,0.46,549
2022,55,"Year 9",0,"Year 10 or below","Government","Female","Aug",2,-0.8,561
2023,5,"Year 7",10,"Bachelor degree","Government","Female","Nov",0,0.5,633
2024,26,"Year 9",60,"Certificate/Diploma","Government","Female","Nov",1,0.36,621
2025,7,"Year 7",0,"Bachelor degree","Catholic","Female","May",3,0.76,662
2026,2,"Year 3",50,"Year 12","Independent","Male","Dec",2,0.65,600
2027,57,"Year 9",85,"Year 10 or below","Catholic","Male","Dec",1,-1.05,400
2028,13,"Year 3",0,"Year 10 or below","Independent","Female","Sep",3,-0.75,482
2029,18,"Year 3",10,"Bachelor degree","Government","Male","Sep",1,1.07,418
2030,38,"Year 3",45,"Bachelor degree","Government","Male","Dec",2,0.51,531
2031,23,"Year 3",40,"Bachelor degree","Independent","Female","Feb",3,2.77,600
2032,55,"Year 3",80,"Year 12","Government","Male","Aug",1,-0.01,600
2033,38,"Year 3",10,"Bachelor degree","Government","Female","Sep",1,1.33,502
2034,20,"Year 3",10,"Bachelor degree","Government","Female","Sep",3,0.78,483
2035,45,"Year 5",20,"Postgraduate","Government","Male","Nov",1,2.14,506
2036,26,"Year 5",10,"Postgraduate","Government","Female","Mar",2,2.02,507
2037,53,"Year 7",25,"Postgraduate","Government","Female","Jan",2,1.69,710
2038,35,"Year 3",0,"Year 10 or below","Government","Female","Nov",2,-1.64,384
2039,17,"Year 7",0,"Year 12","Independent","Male","May",2,0.24,573
2040,42,"Year 9",10,"Certificate/Diploma","Government","Female","Oct",3,0.41,632
2041,1,"Year 3",20,"Postgraduate","Independent","Male","Nov",3,2.39,600
2042,22,"Year 3",5,"Certificate/Diploma","Government","Female","Apr",4,0.3,401
2043,14,"Year 5",0,"Year 10 or below","Government","Male","Sep",1,-0.12,509
2044,41,"Year 5",0,"Certificate/Diploma","Government","Male","May",0,0.92,459
2045,50,"Year 5",80,"Certificate/Diploma","Government","Male","Jul",3,-0.16,700
2046,9,"Year 3",50,"Year 10 or below","Catholic","Male","Dec",2,-0.75,336
2047,47,"Year 9",30,"Year 12","Independent","Male","Jan",1,1.04,678
2048,51,"Year 3",40,"Bachelor degree","Government","Male","Sep",1,1.17,557
2049,44,"Year 3",50,"Bachelor degree","Independent","Female","Feb",1,0.77,542
2050,45,"Year 9",0,"Year 12","Government","Female","Feb",0,-0.56,567
2051,8,"Year 9",10,"Postgraduate","Government","Female","Aug",5,1.74,692
2052,15,"Year 7",20,"Year 12","Government","Male","Jul",2,0.63,582
2053,13,"Year 3",15,"Bachelor degree","Independent","Male","Mar",1,2.07,423
2054,21,"Year 9",45,"Certificate/Diploma","Independent","Male","Nov",0,-0.05,721
2055,12,"Year 5",20,"Certificate/Diploma","Catholic","Male","Aug",3,0.3,511
2056,39,"Year 9",55,"Year 12","Independent","Female","Aug",2,0.21,706
2057,51,"Year 9",25,"Bachelor degree","Government","Male","Aug",2,0.46,706
2058,51,"Year 7",5,"Year 12","Government","Female","Jan",2,0.05,593
2059,55,"Year 7",0,"Certificate/Diploma","Government","Female","Jun",2,-0.14,591
2060,45,"Year 5",40,"Certificate/Diploma","Government","Female","Feb",2,-0.12,447
2061,29,"Year 5",10,"Certificate/Diploma","Government","Male","Dec",3,0.96,532
2062,48,"Year 9",10,"Year 10 or below","Government","Female","Jan",2,0.16,579
2063,10,"Year 7",0,"Certificate/Diploma","Catholic","Female","Sep",1,0.27,554
2064,43,"Year 9",70,"Bachelor degree","Government","Male","Sep",2,1.63,745
2065,18,"Year 9",60,"Postgraduate","Government","Male","Mar",3,1.94,505
2066,26,"Year 9",0,"Certificate/Diploma","Government","Male","Jan",1,0.49,619
2067,24,"Year 3",10,"Year 12","Independent","Female","Nov",3,0.06,484
2068,17,"Year 9",55,"Bachelor degree","Independent","Female","Aug",1,1.6,697
2069,11,"Year 9",35,"Year 12","Government","Male","Aug",2,-0.89,550
2070,43,"Year 9",0,"Postgraduate","Government","Male","Jul",1,1.67,601
2071,48,"Year 9",10,"Postgraduate","Government","Male","Nov",2,1.5,691
2072,15,"Year 3",5,"Bachelor degree","Government","Male","Dec",1,0.81,477
2073,47,"Year 5",35,"Bachelor degree","Independent","Male","Sep",1,2.28,677
2074,37,"Year 9",10,"Bachelor degree","Government","Female","Mar",1,0.52,651
2075,28,"Year 7",25,"Bachelor degree","Independent","Female","Jul",2,1.81,650
2076,38,"Year 9",20,"Year 10 or below","Government","Male","Aug",1,-0.47,591
2077,53,"Year 7",45,"Certificate/Diploma","Government","Female","Sep",2,-0.33,748
2078,38,"Year 5",65,"Year 10 or below","Government","Female","May",1,-0.94,569
2079,11,"Year 9",40,"Certificate/Diploma","Government","Male","Jan",1,-0.12,642
2080,27,"Year 3",0,"Postgraduate","Government","Male","Mar",2,0.84,430
2081,57,"Year 9",25,"Year 12","Catholic","Male","Dec",1,-0.1,544
2082,60,"Year 7",0,"Bachelor degree","Government","Female","Aug",3,1.49,561
2083,2,"Year 7",10,"Year 10 or below","Independent","Female","Jan",0,-0.94,612
2084,50,"Year 3",0,"Year 12","Government","Female","Jul",1,-0.09,397
2085,37,"Year 3",5,"Year 10 or below","Government","Male","Oct",2,-0.88,371
2086,57,"Year 5",15,"Certificate/Diploma","Catholic","Female","Feb",2,0.02,490
2087,34,"Year 9",30,"Bachelor degree","Catholic","Female","Nov",1,1.24,645
2088,36,"Year 3",25,"Year 12","Catholic","Female","Aug",3,-0.13,439
2089,35,"Year 5",5,"Year 10 or below","Government","Female","Oct",4,-1.5,477
2090,29,"Year 9",0,"Bachelor degree","Government","Male","Apr",2,1.42,692
2091,55,"Year 9",50,"Bachelor degree","Government","Female","Aug",2,0.98,791
2092,41,"Year 3",30,"Year 12","Government","Female","Oct",2,-0.16,342
2093,41,"Year 5",30,"Certificate/Diploma","Government","Female","Oct",2,0.22,434
2094,40,"Year 9",20,"Bachelor degree","Government","Male","Jan",1,0.29,584
2095,30,"Year 7",25,"Year 12","Catholic","Male","Aug",2,-0.39,647
2096,50,"Year 3",25,"Certificate/Diploma","Government","Male","Feb",5,0.88,491
2097,22,"Year 9",15,"Year 10 or below","Government","Male","Oct",1,-0.54,565
2098,35,"Year 3",25,"Certificate/Diploma","Government","Male","Dec",1,0.08,524
